,Start_Price,End_Price,Change_Pct,Avg_Volume
AAPL,239.69000244140625,230.02999877929688,-4.03020716914166,60766640.0
GOOGL,234.79000854492188,240.3699951171875,2.3765860425010454,36573000.0
MSFT,495.0,501.010009765625,1.2141433869949494,20733940.0
TSLA,350.8399963378906,368.80999755859375,5.121993332651956,82778360.0
